,,,,,,
DISTRITOS - CONCELHOS - FREGUESIAS - LUGARES - ORAGOS ,,,,,,
Produzido por Genealogiafb.blogspot.pt,,,,,,
,,,,,,
Distrito,Concelho,Freguesia,Lugares (Census 2011),Orago da Freguesia,Notas sobre a Freguesia,
Braga,Vizela,Santa Eulália de Barrosas / Santa Eulália,Cabreiro,Santa Eulália,Foi concelho de Lousada,
Braga,Vizela,Santa Eulália de Barrosas / Santa Eulália,Carreira Chã,Santa Eulália,Foi concelho de Lousada,
Braga,Vizela,Santa Eulália de Barrosas / Santa Eulália,Casa Nova,Santa Eulália,Foi concelho de Lousada,
Braga,Vizela,Santa Eulália de Barrosas / Santa Eulália,Formigosa,Santa Eulália,Foi concelho de Lousada,
Braga,Vizela,Santa Eulália de Barrosas / Santa Eulália,Igreja,Santa Eulália,Foi concelho de Lousada,
Braga,Vizela,Santa Eulália de Barrosas / Santa Eulália,Lamarão,Santa Eulália,Foi concelho de Lousada,
Braga,Vizela,Santa Eulália de Barrosas / Santa Eulália,Monte,Santa Eulália,Foi concelho de Lousada,
Braga,Vizela,Santa Eulália de Barrosas / Santa Eulália,Pena Besteira,Santa Eulália,Foi concelho de Lousada,
Braga,Vizela,Santa Eulália de Barrosas / Santa Eulália,Peso,Santa Eulália,Foi concelho de Lousada,
Braga,Vizela,Santa Eulália de Barrosas / Santa Eulália,Portelas,Santa Eulália,Foi concelho de Lousada,
Braga,Vizela,Santa Eulália de Barrosas / Santa Eulália,Pousada,Santa Eulália,Foi concelho de Lousada,
Braga,Vizela,Santa Eulália de Barrosas / Santa Eulália,Prados,Santa Eulália,Foi concelho de Lousada,
Braga,Vizela,Santa Eulália de Barrosas / Santa Eulália,Requeixos,Santa Eulália,Foi concelho de Lousada,
Braga,Vizela,Santa Eulália de Barrosas / Santa Eulália,Rielhe,Santa Eulália,Foi concelho de Lousada,
Braga,Vizela,Santa Eulália de Barrosas / Santa Eulália,Sá,Santa Eulália,Foi concelho de Lousada,
Braga,Vizela,Santa Eulália de Barrosas / Santa Eulália,Seara,Santa Eulália,Foi concelho de Lousada,
Braga,Vizela,Santa Eulália de Barrosas / Santa Eulália,Souto,Santa Eulália,Foi concelho de Lousada,
Braga,Vizela,Santa Eulália de Barrosas / Santa Eulália,Torre,Santa Eulália,Foi concelho de Lousada,
Braga,Vizela,Santa Eulália de Barrosas / Santa Eulália,Veigas,Santa Eulália,Foi concelho de Lousada,
Braga,Vizela,Tagilde,Água Nova,São Salvador,Foi concelho de Guimarães,
Braga,Vizela,Tagilde,Arriconha,São Salvador,Foi concelho de Guimarães,
Braga,Vizela,Tagilde,Bacêlo,São Salvador,Foi concelho de Guimarães,
Braga,Vizela,Tagilde,Boco,São Salvador,Foi concelho de Guimarães,
Braga,Vizela,Tagilde,Caneiros,São Salvador,Foi concelho de Guimarães,
Braga,Vizela,Tagilde,Carreira,São Salvador,Foi concelho de Guimarães,
Braga,Vizela,Tagilde,Igreja,São Salvador,Foi concelho de Guimarães,
Braga,Vizela,Tagilde,Monte,São Salvador,Foi concelho de Guimarães,
Braga,Vizela,Tagilde,Peninhas,São Salvador,Foi concelho de Guimarães,
Braga,Vizela,Tagilde,Pocinhos,São Salvador,Foi concelho de Guimarães,
Braga,Vizela,Tagilde,Portelas,São Salvador,Foi concelho de Guimarães,
Braga,Vizela,Tagilde,Quintais,São Salvador,Foi concelho de Guimarães,
Braga,Vizela,Tagilde,Souto da Cruz,São Salvador,Foi concelho de Guimarães,
Braga,Vizela,Tagilde,Torre,São Salvador,Foi concelho de Guimarães,
Braga,Vizela,Tagilde,Trancosa,São Salvador,Foi concelho de Guimarães,
Braga,Vizela,Tagilde,Vila Corneira,São Salvador,Foi concelho de Guimarães,
Braga,Vizela,Vizela (Santo Adrião),Alfachim,Santo Adrião,Foi concelho de Guimarães,
Braga,Vizela,Vizela (Santo Adrião),Lagoas,Santo Adrião,Foi concelho de Guimarães,
Braga,Vizela,Vizela (Santo Adrião),Monte da Santa,Santo Adrião,Foi concelho de Guimarães,
Braga,Vizela,Vizela (Santo Adrião),Ponte Nova,Santo Adrião,Foi concelho de Guimarães,
Braga,Vizela,Vizela (São Paio),Barrado,São Paio,Foi concelho de Guimarães,
Braga,Vizela,Vizela (São Paio),Barreiro,São Paio,Foi concelho de Guimarães,
Braga,Vizela,Vizela (São Paio),Bouça,São Paio,Foi concelho de Guimarães,
Braga,Vizela,Vizela (São Paio),Carradela,São Paio,Foi concelho de Guimarães,
Braga,Vizela,Vizela (São Paio),Cedofeita,São Paio,Foi concelho de Guimarães,
Braga,Vizela,Vizela (São Paio),Cruzeiro,São Paio,Foi concelho de Guimarães,
Braga,Vizela,Vizela (São Paio),Devesa,São Paio,Foi concelho de Guimarães,
Braga,Vizela,Vizela (São Paio),Monte,São Paio,Foi concelho de Guimarães,
Braga,Vizela,Vizela (São Paio),Penço,São Paio,Foi concelho de Guimarães,
Braga,Vizela,Vizela (São Paio),Picoto,São Paio,Foi concelho de Guimarães,
Braga,Vizela,Vizela (São Paio),Vila Nova,São Paio,Foi concelho de Guimarães,
Braga,Vizela,Vizela (São Paio),Vilarinho,São Paio,Foi concelho de Guimarães,
Bragança,Alfândega da Fé,Agrobom,Agrobom,São Miguel,,
Bragança,Alfândega da Fé,Agrobom,Felgueiras,São Miguel,,
Bragança,Alfândega da Fé,Alfândega da Fé,Alfândega da Fé,São Pedro,,
Bragança,Alfândega da Fé,Alfândega da Fé,Castelo,São Pedro,,
Bragança,Alfândega da Fé,Cerejais,Cerejais,São Paulo,,
Bragança,Alfândega da Fé,Eucísia,Eucísia,São Paio,,
Bragança,Alfândega da Fé,Eucísia,Santa Justa,São Paio,,
Bragança,Alfândega da Fé,Ferradosa,Ferradosa,Santo Amaro,,
Bragança,Alfândega da Fé,Ferradosa,Picões,Santo Amaro,,
Bragança,Alfândega da Fé,Gebelim,Gebelim,São Martinho,,
Bragança,Alfândega da Fé,Gouveia,Cabreira,São Bartolomeu,,
Bragança,Alfândega da Fé,Gouveia,Gouveia,São Bartolomeu,,
Bragança,Alfândega da Fé,Parada,Parada,São Tiago,,
Bragança,Alfândega da Fé,Pombal,Pombal,Santa Marinha,,
Bragança,Alfândega da Fé,Saldonha,Saldonha,São Martinho,,
Bragança,Alfândega da Fé,Sambade,Covelas,Nossa Senhora da Assunção,,
Bragança,Alfândega da Fé,Sambade,Sambade,Nossa Senhora da Assunção,,
Bragança,Alfândega da Fé,Sambade,Vila Nova,Nossa Senhora da Assunção,,
Bragança,Alfândega da Fé,Sendim da Ribeira,Sardão,Divino Espírito Santo,,
Bragança,Alfândega da Fé,Sendim da Ribeira,Sendim da Ribeira,Divino Espírito Santo,,
Bragança,Alfândega da Fé,Sendim da Serra,Sendim da Serra,São Lourenço,,
Bragança,Alfândega da Fé,Soeima,Soeima,São Pelágio,,
Bragança,Alfândega da Fé,Vale Pereiro,Valepereiro,Santo Apolinário,,
Bragança,Alfândega da Fé,Vales,Vales,Santa Cruz,,
Bragança,Alfândega da Fé,Valverde,Valverde,Nossa Senhora da Encarnação,,
Bragança,Alfândega da Fé,Vilar Chão,Vilarchão,Nossa Senhora da Assunção,,
Bragança,Alfândega da Fé,Vilarelhos,Vilarelhos,São Tomé,,
Bragança,Alfândega da Fé,Vilares de Vilariça,Colmeais,Santa Catarina,,
Bragança,Alfândega da Fé,Vilares de Vilariça,Vilares de Vilariça,Santa Catarina,,
Bragança,Bragança,Alfaião,Alfaião,São Martinho,,
Bragança,Bragança,Aveleda,Aveleda,São Cipriano,,
Bragança,Bragança,Aveleda,Varge,São Cipriano,,
Bragança,Bragança,Babe,Babe,São Pedro,,
Bragança,Bragança,Babe,Laviados,São Pedro,,
Bragança,Bragança,Baçal,Baçal,São Romão,,
Bragança,Bragança,Baçal,Sacóias,São Romão,,
Bragança,Bragança,Baçal,Vale de Lamas,São Romão,,
Bragança,Bragança,Bragança (Santa Maria),Bragança,Santa Maria,,
Bragança,Bragança,Bragança (Santa Maria),Quinta da Seara,Santa Maria,,
Bragança,Bragança,Bragança (Santa Maria),Quinta das Carvas,Santa Maria,,
Bragança,Bragança,Bragança (São João Baptista),Bragança,São João Baptista,Extinta,
Bragança,Bragança,Bragança (Sé),Bragança,São João Baptista,,
Bragança,Bragança,Calvelhe,Calvelhe,São Justo,,
Bragança,Bragança,Carragosa,Carragosa,Nossa Senhora da Assunção,,
Bragança,Bragança,Carragosa,Quinta do Rio Frio,Nossa Senhora da Assunção,,
Bragança,Bragança,Carragosa,Soutelo,Nossa Senhora da Assunção,,
Bragança,Bragança,Carrazedo,Alimonde,Santa Cecília,,
Bragança,Bragança,Carrazedo,Carrazedo,Santa Cecília,,
Bragança,Bragança,Castrelos,Castrelos,São João Baptista,,
Bragança,Bragança,Castrelos,Conlelas,São João Baptista,,
Bragança,Bragança,Castrelos,Ponte de Castrelos,São João Baptista,,
Bragança,Bragança,Castro de Avelãs,Bragança,São Bento,,
Bragança,Bragança,Castro de Avelãs,Castro de Avelãs,São Bento,,
Bragança,Bragança,Castro de Avelãs,Fontes Barrosas,São Bento,,
Bragança,Bragança,Castro de Avelãs,Grandais,São Bento,,
Bragança,Bragança,Coelhoso,Coelhoso,São Tiago,,
Bragança,Bragança,Coelhoso,Quinta de Montezinho,São Tiago,,
Bragança,Bragança,Deilão,Deilão,Nossa Senhora da Assunção,,
Bragança,Bragança,Deilão,Petisqueira,Nossa Senhora da Assunção,,
Bragança,Bragança,Deilão,Vila Meã,Nossa Senhora da Assunção,,
Bragança,Bragança,Donai,Bragança,São Salvador,,
Bragança,Bragança,Donai,Britelo,São Salvador,,
Bragança,Bragança,Donai,Donai,São Salvador,,
Bragança,Bragança,Donai,Lagomar,São Salvador,,
Bragança,Bragança,Donai,Sabariz,São Salvador,,
Bragança,Bragança,Donai,Vila Nova,São Salvador,,
Bragança,Bragança,Espinhosela,Cova da Lua,Santo Estêvão,,
Bragança,Bragança,Espinhosela,Espinhosela,Santo Estêvão,,
Bragança,Bragança,Espinhosela,Terroso,Santo Estêvão,,
Bragança,Bragança,Espinhosela,Vilarinho,Santo Estêvão,,
Bragança,Bragança,Faílde,Carocedo,Santo Ildefonso,,
Bragança,Bragança,Faílde,Failde,Santo Ildefonso,,
Bragança,Bragança,França,França,São Lourenço,,
Bragança,Bragança,França,Montezinho,São Lourenço,,
Bragança,Bragança,França,Portelo,São Lourenço,,
Bragança,Bragança,Gimonde,Gimonde,Nossa Senhora da Assunção,,
Bragança,Bragança,Gimonde,Quinta das Carvas,Nossa Senhora da Assunção,,
Bragança,Bragança,Gondesende,Gondesende,Nossa Senhora da Assunção,,
Bragança,Bragança,Gondesende,Oleiros,Nossa Senhora da Assunção,,
Bragança,Bragança,Gondesende,Portela,Nossa Senhora da Assunção,,
Bragança,Bragança,Gostei,Bragança,São Cláudio,,
Bragança,Bragança,Gostei,Castanheira,São Cláudio,,
Bragança,Bragança,Gostei,Formil,São Cláudio,,
Bragança,Bragança,Gostei,Gostei,São Cláudio,,
Bragança,Bragança,Grijó de Parada,Freixedelo,Santa Maria Madalena,,
Bragança,Bragança,Grijó de Parada,Grijó de Parada,Santa Maria Madalena,,
Bragança,Bragança,Izeda,Izeda,Nossa Senhora da Assunção,,
Bragança,Bragança,Macedo do Mato,Frieira,Nossa Senhora da Purificação,,
Bragança,Bragança,Macedo do Mato,Macedo do Mato,Nossa Senhora da Purificação,,
Bragança,Bragança,Macedo do Mato,Sanceriz,Nossa Senhora da Purificação,,
Bragança,Bragança,Meixedo,Meixedo,Santo André,,
Bragança,Bragança,Meixedo,Oleirinhos,Santo André,,
Bragança,Bragança,Milhão,Milhão,São Lourenço,,
Bragança,Bragança,Milhão,Quintas de Vale de Prados,São Lourenço,,
Bragança,Bragança,Milhão,Quintas do Vilar,São Lourenço,,
Bragança,Bragança,Mós,Mós,São Pedro / São Nicolau,O orago era São Pedro e depois passou a ser São Nicolau,
Bragança,Bragança,Mós,Paçó,São Pedro / São Nicolau,O orago era São Pedro e depois passou a ser São Nicolau,
Bragança,Bragança,Nogueira,Bairro da Mosca,São Pelágio,,
Bragança,Bragança,Nogueira,Bragança,São Pelágio,,
Bragança,Bragança,Nogueira,Nogueira,São Pelágio,,
Bragança,Bragança,Outeiro,Outeiro,Nossa Senhora da Assunção,,
Bragança,Bragança,Outeiro,Paradinha,Nossa Senhora da Assunção,,
Bragança,Bragança,Parada / Parada de Infanções,Parada,São Gens,,
Bragança,Bragança,Parada / Parada de Infanções,Paredes,São Gens,,
Bragança,Bragança,Paradinha Nova,Paradinha Nova,São Miguel,,
Bragança,Bragança,Paradinha Nova,Paradinha Velha,São Miguel,,
Bragança,Bragança,Parâmio,Fontes Transbaceiro,São João Baptista,,
Bragança,Bragança,Parâmio,Maçãs,São João Baptista,,
Bragança,Bragança,Parâmio,Parâmio,São João Baptista,,
Bragança,Bragança,Parâmio,Zeine,São João Baptista,,
Bragança,Bragança,Pinela,Pinela,São Nicolau,,
Bragança,Bragança,Pinela,Valverde,São Nicolau,,
Bragança,Bragança,Pombares,Pombares,São Frutuoso,,
Bragança,Bragança,Quintanilha,Quintanilha,São Tomé,,
Bragança,Bragança,Quintanilha,Refega,São Tomé,,
Bragança,Bragança,Quintanilha,Veigas,São Tomé,,
Bragança,Bragança,Quintela de Lampaças,Bragada,Nossa Senhora da Assunção,,
Bragança,Bragança,Quintela de Lampaças,Quintela de Lampaças,Nossa Senhora da Assunção,,
Bragança,Bragança,Quintela de Lampaças,Veigas,Nossa Senhora da Assunção,,
Bragança,Bragança,Rabal,Rabal,São Bartolomeu,,
Bragança,Bragança,Rebordainhos,Pereiros,Santa Maria Madalena,,
Bragança,Bragança,Rebordainhos,Quinta de Arufe,Santa Maria Madalena,,
Bragança,Bragança,Rebordainhos,Rebordainhos,Santa Maria Madalena,,
Bragança,Bragança,Rebordãos,Rebordãos,Nossa Senhora da Assunção,,
Bragança,Bragança,Rebordãos,Sarzeda,Nossa Senhora da Assunção,,
Bragança,Bragança,Rio de Onor,Guadramil,São João Baptista,,
Bragança,Bragança,Rio de Onor,Rio de Onor,São João Baptista,,
Bragança,Bragança,Rio Frio,Paçô de Rio Frio,Nossa Senhora da Assunção,,
Bragança,Bragança,Rio Frio,Rio Frio,Nossa Senhora da Assunção,,
Bragança,Bragança,Salsas,Freixeda,São Nicolau,,
Bragança,Bragança,Salsas,Moredo,São Nicolau,,
Bragança,Bragança,Salsas,Salsas,São Nicolau,,
Bragança,Bragança,Salsas,Vale de Nogueira,São Nicolau,,
Bragança,Bragança,Samil,Bragança,Nossa Senhora da Assunção,,
Bragança,Bragança,Samil,São Pedro de Sarracenos,Nossa Senhora da Assunção,,
Bragança,Bragança,Santa Comba de Rossas,Santa Comba de Rossas,Santa Comba,,
Bragança,Bragança,São Julião de Palácios,Caravela,São Bartolomeu,,
Bragança,Bragança,São Julião de Palácios,Palácios,São Bartolomeu,,
Bragança,Bragança,São Julião de Palácios,São Julião,São Bartolomeu,,
Bragança,Bragança,São Pedro de Sarracenos,São Pedro de Sarracenos,Nossa Senhora da Assunção,,
Bragança,Bragança,Sendas,Fermentões,São Pedro,,
Bragança,Bragança,Sendas,Sendas,São Pedro,,
Bragança,Bragança,Sendas,Vila Franca,São Pedro,,
Bragança,Bragança,Serapicos,Carçãozinho,Nossa Senhora da Assunção,,
Bragança,Bragança,Serapicos,Serapicos,Nossa Senhora da Assunção,,
Bragança,Bragança,Serapicos,Vila Boa,Nossa Senhora da Assunção,,
Bragança,Bragança,Sortes,Lanção,São Mamede,,
Bragança,Bragança,Sortes,Paçó,São Mamede,,
Bragança,Bragança,Sortes,Sortes,São Mamede,,
Bragança,Bragança,Sortes,Vidoedo,São Mamede,,
Bragança,Bragança,Zoio,Martim,São Pedro,,
Bragança,Bragança,Zoio,Refóios,São Pedro,,
Bragança,Bragança,Zoio,Zoio,São Pedro,,
Bragança,Carrazeda de Ansiães,Amedo,Amedo,São Tiago,,
Bragança,Carrazeda de Ansiães,Amedo,Areias,São Tiago,,
Bragança,Carrazeda de Ansiães,Amedo,Carrazeda de Ansiães,São Tiago,,
Bragança,Carrazeda de Ansiães,Beira Grande,Beira Grande,Santo António,,
Bragança,Carrazeda de Ansiães,Belver,Belver,Nossa Senhora das Neves,,
Bragança,Carrazeda de Ansiães,Belver,Mogo de Ansiães,Nossa Senhora das Neves,,
Bragança,Carrazeda de Ansiães,Belver,Sainça,Nossa Senhora das Neves,,
Bragança,Carrazeda de Ansiães,Carrazeda de Ansiães,Carrazeda de Ansiães,Santa Águeda,,
Bragança,Carrazeda de Ansiães,Carrazeda de Ansiães,Samorinha,Santa Águeda,,
Bragança,Carrazeda de Ansiães,Castanheiro,Castanheiro do Norte,São Brás,,
Bragança,Carrazeda de Ansiães,Castanheiro,Fiolhal,São Brás,,
Bragança,Carrazeda de Ansiães,Castanheiro,Foz-Tua,São Brás,,
Bragança,Carrazeda de Ansiães,Castanheiro,Tralhariz,São Brás,,
Bragança,Carrazeda de Ansiães,Fonte Longa,Besteiros,Santa Maria Madalena,,
Bragança,Carrazeda de Ansiães,Fonte Longa,Fonte Longa,Santa Maria Madalena,,
Bragança,Carrazeda de Ansiães,Fonte Longa,Pena Fria,Santa Maria Madalena,,
Bragança,Carrazeda de Ansiães,Lavandeira,Lavandeira,São Salvador,,
Bragança,Carrazeda de Ansiães,Linhares,Arnal,São Miguel,,
Bragança,Carrazeda de Ansiães,Linhares,Campelos,São Miguel,,
Bragança,Carrazeda de Ansiães,Linhares,Carrapatosa,São Miguel,,
Bragança,Carrazeda de Ansiães,Linhares,Linhares,São Miguel,,
Bragança,Carrazeda de Ansiães,Marzagão,Alto de Luzelos,São João Baptista,,
Bragança,Carrazeda de Ansiães,Marzagão,Luzelos,São João Baptista,,
Bragança,Carrazeda de Ansiães,Marzagão,Marzagão,São João Baptista,,
Bragança,Carrazeda de Ansiães,Mogo de Malta,Mogo de Malta,Santa Catarina,,
Bragança,Carrazeda de Ansiães,Parambos,Misquel,São Bartolomeu,,
Bragança,Carrazeda de Ansiães,Parambos,Parambos,São Bartolomeu,,
Bragança,Carrazeda de Ansiães,Parambos,S. Pedro,São Bartolomeu,,
Bragança,Carrazeda de Ansiães,Parambos,Venda Nova,São Bartolomeu,,
Bragança,Carrazeda de Ansiães,Pereiros,Codeçais,Santo Amaro,,
Bragança,Carrazeda de Ansiães,Pereiros,Pereiros,Santo Amaro,,
Bragança,Carrazeda de Ansiães,Pinhal do Douro,Pinhal do Douro,Divino Espírito Santo,Extinta,
Bragança,Carrazeda de Ansiães,Pinhal do Norte,Brunheda,Nossa Senhora das Neves,,
Bragança,Carrazeda de Ansiães,Pinhal do Norte,Felgueira,Nossa Senhora das Neves,,
Bragança,Carrazeda de Ansiães,Pinhal do Norte,Pinhal do Norte,Nossa Senhora das Neves,,
Bragança,Carrazeda de Ansiães,Pinhal do Norte,Santrilha,Nossa Senhora das Neves,,
Bragança,Carrazeda de Ansiães,Pombal,Paradela,São Lourenço,,
Bragança,Carrazeda de Ansiães,Pombal,Pombal de Ansiães,São Lourenço,,
Bragança,Carrazeda de Ansiães,Pombal,São Lourenço,São Lourenço,,
Bragança,Carrazeda de Ansiães,Ribalonga,Ribalonga,Santa Marinha,,
Bragança,Carrazeda de Ansiães,Seixo de Ansiães,Coleja,São Sebastião,,
Bragança,Carrazeda de Ansiães,Seixo de Ansiães,Seixo de Ansiães,São Sebastião,,
Bragança,Carrazeda de Ansiães,Seixo de Ansiães,Senhora da Ribeira,São Sebastião,,
Bragança,Carrazeda de Ansiães,Selores,Alganhafres,São Gregório,,
Bragança,Carrazeda de Ansiães,Selores,Selores,São Gregório,,
Bragança,Carrazeda de Ansiães,Vilarinho da Castanheira,Lagares ,Santa Maria Madalena,,
Bragança,Carrazeda de Ansiães,Vilarinho da Castanheira,Pinhal do Douro,Santa Maria Madalena,,
Bragança,Carrazeda de Ansiães,Vilarinho da Castanheira,Vilarinho de Castanheira,Santa Maria Madalena,,
Bragança,Carrazeda de Ansiães,Zedes,Zedes,São Gonçalo,,
Bragança,Freixo de Espada à Cinta,Fornos,Fornos,Santa Eulália,,
Bragança,Freixo de Espada à Cinta,Fornos,Macieirinha,Santa Eulália,,
Bragança,Freixo de Espada à Cinta,Fornos,Quintas da Macieirinha,Santa Eulália,,
Bragança,Freixo de Espada à Cinta,Freixo de Espada à Cinta,Freixo de Espada à Cinta,São Miguel,,
Bragança,Freixo de Espada à Cinta,Lagoaça,Lagoaça,Santo Antão,,
Bragança,Freixo de Espada à Cinta,Ligares,Ligares,São João Baptista,,
Bragança,Freixo de Espada à Cinta,Mazouco,Macieirinha,Santo Isidoro,,
Bragança,Freixo de Espada à Cinta,Mazouco,Mazouco,Santo Isidoro,,
Bragança,Freixo de Espada à Cinta,Mazouco,Quintas da Macieirinha,Santo Isidoro,,
Bragança,Freixo de Espada à Cinta,Poiares,Poiares,São Pedro,,
Bragança,Macedo de Cavaleiros,Ala,Ala,Santa Engrácia,,
Bragança,Macedo de Cavaleiros,Ala,Brinço,Santa Engrácia,,
Bragança,Macedo de Cavaleiros,Ala,Carrapatinha,Santa Engrácia,,
Bragança,Macedo de Cavaleiros,Ala,Meles,Santa Engrácia,,
Bragança,Macedo de Cavaleiros,Amendoeira,Macedo de Cavaleiros,São Nicolau,,
Bragança,Macedo de Cavaleiros,Arcas,Arcas,Santa Catarina,,
Bragança,Macedo de Cavaleiros,Arcas,Mogrão,Santa Catarina,,
Bragança,Macedo de Cavaleiros,Arcas,Nozelos,Santa Catarina,,
Bragança,Macedo de Cavaleiros,Bagueixe,Bagueixe,São Vicente,,
Bragança,Macedo de Cavaleiros,Bornes,Bornes,Santa Maria,,
Bragança,Macedo de Cavaleiros,Brinço,Brinço,Santa Catarina,Anexada a Ala,
Bragança,Macedo de Cavaleiros,Burga,Burga,Nossa Senhora da Conceição,,
Bragança,Macedo de Cavaleiros,Carrapatas,Macedo de Cavaleiros,São Geraldo,,
Bragança,Macedo de Cavaleiros,Castelãos,Macedo de Cavaleiros,Nossa Senhora da Assunção,,
Bragança,Macedo de Cavaleiros,Castro Roupal,Castro Roupal,Nossa Senhora da Assunção,Anexada a Vinhas,
Bragança,Macedo de Cavaleiros,Cernadela,Cernadela,São Miguel,Anexada a Cortiços,
Bragança,Macedo de Cavaleiros,Chacim,Bairro da Boavida,Santa Comba,,
Bragança,Macedo de Cavaleiros,Chacim,Chacim,Santa Comba,,
Bragança,Macedo de Cavaleiros,Cortiços,Cernadela,São Nicolau,,
Bragança,Macedo de Cavaleiros,Cortiços,Cortiços,São Nicolau,,
Bragança,Macedo de Cavaleiros,Corujas,Corujas,São Tiago Maior,,
Bragança,Macedo de Cavaleiros,Edroso,Edroso,Santa Marinha,,
Bragança,Macedo de Cavaleiros,Espadanedo,Bousende,São Miguel,,
Bragança,Macedo de Cavaleiros,Espadanedo,Espadanedo,São Miguel,,
Bragança,Macedo de Cavaleiros,Espadanedo,Valongo,São Miguel,,
Bragança,Macedo de Cavaleiros,Ferreira,Comunhas,Nossa Senhora da Assunção,,
Bragança,Macedo de Cavaleiros,Ferreira,Ferreira,Nossa Senhora da Assunção,,
Bragança,Macedo de Cavaleiros,Fornos de Ledra,Fornos de Ledra,Santo André,Anexada a Lamalonga,
Bragança,Macedo de Cavaleiros,Gradissimo,Gradissimo,Santa Maria Madalena,Anexada a Amendoeira,
Bragança,Macedo de Cavaleiros,Grijó / Grijó de Vale Benfeito,Macedo de Cavaleiros,Nossa Senhora da Assunção,,
Bragança,Macedo de Cavaleiros,Lagoa,Lagoa,São Martinho,,
Bragança,Macedo de Cavaleiros,Lamalonga,Argana,Santa Estefânia,,
Bragança,Macedo de Cavaleiros,Lamalonga,Fornos de Ledra,Santa Estefânia,,
Bragança,Macedo de Cavaleiros,Lamalonga,Lamalonga,Santa Estefânia,,
Bragança,Macedo de Cavaleiros,Lamalonga,Vila Nova da Rainha,Santa Estefânia,,
Bragança,Macedo de Cavaleiros,Lamas / Lamas de Podence,Lamas ,Nossa Senhora da Assunção,,
Bragança,Macedo de Cavaleiros,Lamas / Lamas de Podence,Pontão de Lamas ,Nossa Senhora da Assunção,,
Bragança,Macedo de Cavaleiros,Limãos,Limãos,São Sebastião,Anexa a Vinhas e hoje lugar da fregusia de Salselas,
Bragança,Macedo de Cavaleiros,Lombo,Lombo,Divino Espírito Santo,,
Bragança,Macedo de Cavaleiros,Macedo de Cavaleiros,Macedo de Cavaleiros,São Pedro,,
Bragança,Macedo de Cavaleiros,Malta,Malta,Santo Cristo,Anexada a Olmos,
Bragança,Macedo de Cavaleiros,Meles,Meles,São Pedro,Anexada a Ala,
Bragança,Macedo de Cavaleiros,Morais,Morais,Santo André,,
Bragança,Macedo de Cavaleiros,Morais,Paradinha de Besteiros,Santo André,,
Bragança,Macedo de Cavaleiros,Morais,Sobreda,Santo André,,
Bragança,Macedo de Cavaleiros,Murçós,Murçós,São Lourenço,,
Bragança,Macedo de Cavaleiros,Olmos,Malta,Santo Antão,,
Bragança,Macedo de Cavaleiros,Olmos,Olmos,Santo Antão,,
Bragança,Macedo de Cavaleiros,Paradinha de Besteiros,Paradinha de Besteiros,São Bartolomeu,Anexada a Morais,
Bragança,Macedo de Cavaleiros,Peredo,Peredo,Santa Catarina,,
Bragança,Macedo de Cavaleiros,Pinhovelo,Pinhovelo,Nossa Senhora da Assunção,Anexada a Amendoeira,
Bragança,Macedo de Cavaleiros,Podence,Azibeiro,Nossa Senhora da Purificação,,
Bragança,Macedo de Cavaleiros,Podence,Podence,Nossa Senhora da Purificação,,
Bragança,Macedo de Cavaleiros,Salselas,Limãos,São Lourenço,,
Bragança,Macedo de Cavaleiros,Salselas,Salselas,São Lourenço,,
Bragança,Macedo de Cavaleiros,Salselas,Valdrez,São Lourenço,,
Bragança,Macedo de Cavaleiros,Santa Combinha,Santa Combinha,Santa Comba,,
Bragança,Macedo de Cavaleiros,Sezulfe,Macedo de Cavaleiros,São João Baptista,,
Bragança,Macedo de Cavaleiros,Sezulfe,Sezulfe,São João Baptista,,
Bragança,Macedo de Cavaleiros,Soutelo Mourisco,Cabanas,São Miguel,,
Bragança,Macedo de Cavaleiros,Soutelo Mourisco,Soutelo Mourisco,São Miguel,,
Bragança,Macedo de Cavaleiros,Soutelo Mourisco,Vilar Douro,São Miguel,,
Bragança,Macedo de Cavaleiros,Talhas,Talhas,São Miguel,,
Bragança,Macedo de Cavaleiros,Talhinhas,Gralhós,Nossa Senhora da Assunção,,
Bragança,Macedo de Cavaleiros,Talhinhas,Talhinhas,Nossa Senhora da Assunção,,
Bragança,Macedo de Cavaleiros,Valdrez,Valdrez,São Miguel,Anexada a Salselas,
Bragança,Macedo de Cavaleiros,Vale Benfeito,Macedo de Cavaleiros,Nossa Senhora da Assunção,,
Bragança,Macedo de Cavaleiros,Vale da Porca,Macedo de Cavaleiros,São Vicente,,
Bragança,Macedo de Cavaleiros,Vale de Prados,Macedo de Cavaleiros,São Jerónimo,,
Bragança,Macedo de Cavaleiros,Vale de Prados,Pontão de Lamas ,São Jerónimo,,
Bragança,Macedo de Cavaleiros,Vilar do Monte,Macedo de Cavaleiros,São Martinho,,
Bragança,Macedo de Cavaleiros,Vilarinho de Agrochão,Vilarinho de Agrochão,Santo Antão,,
Bragança,Macedo de Cavaleiros,Vilarinho do Monte,Vilarinho do Monte,São Sebastião,,
Bragança,Macedo de Cavaleiros,Vinhas,Castro Roupal,São Vicente,,
Bragança,Macedo de Cavaleiros,Vinhas,Vinhas,São Vicente,,
Bragança,Miranda do Douro,Águas Vivas,Águas Vivas,Santa Catarina,,
Bragança,Miranda do Douro,Atenor,Atenor,Nossa senhora da Purificação,,
Bragança,Miranda do Douro,Atenor,Teixeira,Nossa senhora da Purificação,,
